,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,id_geography,id_gender,previsoes
30,554.0,39.0,6.000000000000001,115233.66231462947,1.0,1.0,0.0,110224.27758019956,1.0,0.0,1
31,686.0,42.0,5.0,72213.60587230677,2.0,1.0,0.0,65619.7607172002,1.0,1.0,1
32,544.0,22.0,4.0,0.0,2.0,1.0,0.0,70007.67,1.0,1.0,0
33,466.0,26.0,3.0000000000000004,156815.71,1.0,1.0,1.0,137476.09,0.0,1.0,0
34,535.0,51.0,1.0,118036.47868283553,1.0,0.0,0.0,74639.81481028257,2.0,1.0,1
35,645.0,24.0,3.0000000000000004,34547.82,1.0,1.0,1.0,11638.17,0.0,0.0,0
36,739.0,49.0,8.0,98707.80149476108,1.0,1.0,0.0,155287.23389304403,0.0,0.0,1
37,656.0,33.0,4.0,0.0,2.0,1.0,0.0,116706.0,1.0,1.0,0
38,663.0,53.0,6.000000000000001,150200.23,1.0,0.0,1.0,151317.27,1.0,0.0,1
39,492.0,28.0,9.0,0.0,2.0,1.0,0.0,95957.09,0.0,0.0,0
40,772.0,23.0,2.0,0.0,2.0,1.0,0.0,18364.19,0.0,1.0,0
41,653.0,48.0,5.0,0.0,1.0,0.0,1.0,107310.27744464616,0.0,1.0,1
42,740.0,37.0,7.0,0.0,2.0,1.0,1.0,194270.91,0.0,0.0,0
43,755.0,43.0,6.000000000000001,165048.5,3.0,1.0,0.0,16929.41,2.0,1.0,1
44,621.0,41.0,5.0,117524.90429796146,1.0,0.0,0.0,94733.66745357572,0.0,0.0,1
45,664.0,40.0,5.0,90937.73909715813,1.0,1.0,0.0,171146.98608977938,0.0,0.0,1
46,585.0,56.0,1.0,128472.80000000002,1.0,1.0,0.0,186476.91,1.0,0.0,1
47,705.0,37.0,3.0000000000000004,109974.22,1.0,1.0,1.0,36320.87,2.0,0.0,0
48,697.0,42.0,1.0,0.0,1.0,1.0,0.0,1262.83,0.0,0.0,1
49,716.0,27.0,1.0,122552.33999999998,2.0,1.0,0.0,67611.36,2.0,1.0,0
50,662.0,34.0,2.0,117731.79,2.0,0.0,1.0,55120.79000000001,0.0,1.0,0
51,620.0,32.0,6.000000000000001,0.0,2.0,1.0,0.0,56139.09,0.0,1.0,0
52,709.0,46.0,4.0,94214.80973236839,1.0,0.0,0.0,70945.2873261263,2.0,0.0,1
53,678.0,30.0,1.0,139676.95,2.0,0.0,1.0,16146.0,2.0,0.0,0
54,690.0,49.0,5.0,0.0,1.0,1.0,0.0,91639.75855666056,0.0,0.0,1
55,590.0,41.0,3.0000000000000004,134744.1993805857,1.0,1.0,0.0,31720.08023269848,2.0,0.0,1
56,667.0,24.0,4.0,0.0,2.0,0.0,1.0,34335.55,0.0,0.0,0
57,784.0,54.0,0.0,133374.88282495123,1.0,0.0,0.0,23122.0106667781,1.0,0.0,1
58,652.0,28.0,8.0,156823.7,2.0,1.0,0.0,198251.52,1.0,1.0,0
59,580.0,29.0,3.0000000000000004,128990.90983688598,1.0,0.0,0.0,149549.75268013324,0.0,0.0,1
60,609.0,38.0,6.000000000000001,140752.06,2.0,0.0,1.0,171430.16,2.0,1.0,0
61,470.0,31.0,2.0,101675.22,2.0,1.0,0.0,45033.75,1.0,0.0,0
62,689.0,54.0,1.0,133383.88176616657,3.0,0.0,0.0,28338.823244930518,2.0,0.0,1
63,626.0,40.0,4.0,124591.4872663568,1.0,1.0,0.0,93010.18237323732,1.0,0.0,1
64,556.0,46.0,10.0,0.0,2.0,0.0,0.0,109184.24,0.0,0.0,1
65,565.0,36.0,1.0,108983.76114381803,2.0,0.0,0.0,109442.0132136651,1.0,1.0,1
66,750.0,43.0,6.000000000000001,113882.31000000001,1.0,1.0,1.0,74564.41,0.0,1.0,0
67,526.0,30.0,9.0,0.0,2.0,0.0,0.0,100995.68,0.0,1.0,0
68,691.0,40.0,1.0,0.0,2.0,1.0,1.0,145613.17,1.0,1.0,0
69,739.0,25.0,5.0,113113.12,1.0,1.0,0.0,129181.27,2.0,0.0,0
70,472.0,40.0,4.0,0.0,1.0,1.0,0.0,70154.22,1.0,1.0,0
71,549.0,31.0,4.0,0.0,2.0,0.0,1.0,25684.850000000002,0.0,1.0,0
72,707.0,32.0,4.0,132835.56,1.0,0.0,0.0,136877.24,1.0,0.0,1
73,695.0,57.0,2.0,128911.77495482947,1.0,1.0,1.0,189534.76545841843,0.0,1.0,0
74,631.0,32.0,2.0,146810.99,2.0,1.0,1.0,180990.29,2.0,0.0,0
75,567.0,36.0,6.000000000000001,117679.53241513354,2.0,0.0,0.0,95204.21381572343,0.0,0.0,1
76,587.0,51.0,8.0,90505.47872598801,1.0,0.0,0.0,28054.4757075998,1.0,0.0,1
77,551.0,42.0,2.0,139561.46,1.0,1.0,0.0,43435.43,0.0,1.0,1
78,796.0,56.0,6.000000000000001,94231.13,1.0,0.0,0.0,121164.6,1.0,1.0,1
79,703.0,50.0,7.0,94772.13960654345,1.0,0.0,0.0,70823.6078976432,2.0,0.0,1
80,834.0,57.0,8.0,112281.59999999999,3.0,1.0,0.0,140225.14,2.0,0.0,1
81,705.0,44.0,10.0,106731.58,1.0,1.0,0.0,137419.87,2.0,0.0,1
82,600.0,46.0,10.0,95502.21,1.0,0.0,0.0,19842.18,0.0,1.0,0
83,590.0,29.0,2.0,166930.76,2.0,1.0,0.0,122487.72999999998,1.0,0.0,0
84,849.0,69.0,7.0,71996.09,1.0,1.0,1.0,139065.94,0.0,1.0,0
85,679.0,45.0,3.0000000000000004,146758.24,1.0,1.0,0.0,48466.89,0.0,1.0,1
86,517.0,51.0,1.0,117018.38113021455,1.0,0.0,0.0,75258.6846198395,2.0,0.0,1
87,518.0,50.0,4.0,0.0,1.0,0.0,0.0,107112.25000000001,1.0,1.0,1
88,544.0,53.0,9.0,0.0,1.0,1.0,0.0,125692.06999999999,1.0,0.0,1
89,667.0,41.0,4.0,129278.66162530534,2.0,1.0,1.0,107156.62559218273,0.0,1.0,0
90,629.0,34.0,1.0,121151.05,1.0,0.0,0.0,119357.93,1.0,1.0,0
91,544.0,62.0,7.0,69078.74621274052,1.0,0.0,0.0,78380.17553069766,0.0,1.0,1
92,575.0,22.0,8.0,105229.33999999998,1.0,1.0,1.0,34397.08,1.0,0.0,0
93,616.0,44.0,5.0,102016.38,1.0,0.0,1.0,178235.37,0.0,1.0,1
94,598.0,60.0,4.0,0.0,1.0,1.0,0.0,197727.14,0.0,1.0,1
95,474.0,48.0,3.0000000000000004,133961.7469900225,1.0,1.0,0.0,19453.409275383863,1.0,0.0,1
96,747.0,41.0,9.0,0.0,1.0,1.0,0.0,32430.939999999995,1.0,1.0,1
97,619.0,34.0,1.0,0.0,1.0,1.0,0.0,139919.38,1.0,1.0,0
98,707.0,58.0,6.000000000000001,89685.92,1.0,0.0,1.0,126471.13,0.0,1.0,0
99,575.0,52.0,4.0,0.0,1.0,0.0,0.0,30742.53214696498,1.0,0.0,1
100,554.0,49.0,7.0,121518.62693405402,1.0,1.0,0.0,46738.19559975547,1.0,0.0,1
101,565.0,33.0,2.0,145148.68497661848,1.0,1.0,0.0,58384.37971354753,1.0,1.0,1
102,683.0,26.0,7.0,0.0,2.0,1.0,0.0,86619.77,0.0,0.0,0
103,677.0,42.0,5.0,99580.13,1.0,1.0,0.0,21007.96,0.0,1.0,1
104,655.0,24.0,9.0,107065.31,1.0,1.0,1.0,51959.82,0.0,1.0,0
105,525.0,33.0,1.0,112833.34999999999,1.0,0.0,1.0,175178.56,0.0,1.0,0
106,583.0,27.0,4.0,0.0,3.0,1.0,0.0,163113.41,0.0,0.0,1
107,536.0,46.0,1.0,65733.41,1.0,1.0,0.0,61094.530000000006,0.0,1.0,1
108,699.0,28.0,7.0,0.0,2.0,1.0,1.0,22684.78,0.0,1.0,0
109,601.0,46.0,5.0,0.0,1.0,1.0,0.0,100547.80090135985,0.0,0.0,1
110,714.0,26.0,3.0000000000000004,119545.48000000001,2.0,1.0,0.0,65482.94,2.0,1.0,0
111,452.0,35.0,4.0,148172.44,1.0,1.0,1.0,4175.68,0.0,1.0,0
112,719.0,40.0,9.0,0.0,2.0,1.0,0.0,182224.14,1.0,0.0,0
113,747.0,44.0,1.0,89277.23080592553,1.0,0.0,0.0,87448.00594463118,1.0,0.0,1
114,553.0,49.0,5.0,94686.40772134064,1.0,0.0,0.0,139630.6240819349,1.0,0.0,1
115,722.0,50.0,4.0,132088.59,1.0,1.0,1.0,128262.14,1.0,0.0,1
116,560.0,43.0,7.0,0.0,2.0,0.0,0.0,125436.50759154386,0.0,0.0,1
117,585.0,49.0,3.0000000000000004,121232.43921768277,1.0,0.0,0.0,4236.477900886402,0.0,1.0,1
118,701.0,59.0,7.0,0.0,2.0,0.0,1.0,27597.590000000004,1.0,1.0,0
119,605.0,43.0,8.0,125338.79999999999,2.0,1.0,0.0,23970.13,2.0,0.0,1
120,551.0,50.0,6.000000000000001,127492.62981602282,2.0,0.0,0.0,79220.41056567701,1.0,1.0,1
121,536.0,28.0,4.0,0.0,1.0,1.0,1.0,136197.65,1.0,0.0,0
122,593.0,38.0,4.0,129499.42,1.0,1.0,1.0,154071.27,2.0,0.0,1
123,557.0,38.0,2.0,129893.55999999998,1.0,0.0,0.0,102076.03,2.0,0.0,1
124,618.0,40.0,1.0,133245.52,2.0,1.0,1.0,54495.82,2.0,0.0,0
125,708.0,34.0,4.0,0.0,1.0,1.0,1.0,62868.329999999994,0.0,0.0,0
126,552.0,29.0,10.0,0.0,2.0,1.0,0.0,12186.83,0.0,1.0,0
127,822.0,32.0,8.0,116358.0,1.0,1.0,0.0,108798.36000000002,0.0,1.0,0
128,775.0,29.0,10.0,0.0,2.0,1.0,1.0,68143.93,1.0,1.0,0
129,640.0,63.0,2.0,68432.45,2.0,1.0,1.0,112503.24,0.0,1.0,0
130,669.0,30.0,7.0,139872.81,1.0,1.0,0.0,188795.85,2.0,0.0,0
131,534.0,51.0,5.0,127700.44974134905,1.0,1.0,0.0,139645.25481756838,2.0,0.0,1
132,828.0,34.0,9.0,0.0,2.0,1.0,1.0,81853.98,1.0,1.0,0
133,666.0,36.0,3.0000000000000004,98023.05554549056,1.0,1.0,0.0,96542.75508914154,0.0,0.0,1
134,673.0,50.0,1.0,157884.01467706528,1.0,1.0,0.0,99959.37403448997,1.0,0.0,1
135,494.0,38.0,5.0,97044.11384899345,1.0,0.0,0.0,117222.99650613069,0.0,0.0,1
136,644.0,35.0,5.0,161591.11,3.0,1.0,1.0,63795.62,2.0,1.0,1
137,683.0,42.0,4.0,148283.94,1.0,1.0,1.0,44692.63,0.0,0.0,1
138,783.0,42.0,2.0,139707.28,1.0,1.0,0.0,2150.22,2.0,0.0,1
139,703.0,56.0,9.0,0.0,1.0,0.0,0.0,85547.33,0.0,1.0,1
140,737.0,37.0,8.0,108133.08369167145,1.0,1.0,0.0,41717.8954181733,2.0,1.0,1
141,759.0,74.0,6.000000000000001,128917.84,1.0,1.0,1.0,48244.64,1.0,0.0,0
142,625.0,43.0,5.0,96191.92185157037,1.0,0.0,0.0,114911.00831859333,2.0,0.0,1
143,581.0,38.0,5.0,117847.58560294144,2.0,0.0,0.0,5828.229524005901,1.0,0.0,1
144,626.0,62.0,7.0,0.0,1.0,0.0,0.0,13189.4217718689,0.0,0.0,1
145,576.0,46.0,3.0000000000000004,130953.20325426002,1.0,1.0,0.0,108570.9526414529,1.0,0.0,1
146,513.0,43.0,2.0,0.0,1.0,0.0,0.0,197692.84019731302,0.0,0.0,1
147,631.0,23.0,3.0000000000000004,0.0,2.0,1.0,0.0,13813.24,1.0,1.0,0
148,850.0,29.0,1.0,154640.41,1.0,1.0,1.0,164039.51,2.0,1.0,0
149,605.0,48.0,10.0,150315.92,1.0,0.0,1.0,133486.36,1.0,0.0,0
150,736.0,37.0,3.0000000000000004,0.0,1.0,0.0,0.0,27965.768335115386,1.0,0.0,1
151,692.0,29.0,4.0,0.0,1.0,1.0,0.0,76755.99,0.0,1.0,1
152,509.0,26.0,10.0,0.0,2.0,1.0,1.0,6177.83,0.0,1.0,0
153,630.0,37.0,6.000000000000001,0.0,2.0,1.0,1.0,82647.65,0.0,1.0,0
154,757.0,41.0,6.000000000000001,100310.24477605081,1.0,1.0,0.0,33620.746968616855,2.0,1.0,1
155,562.0,54.0,2.0,122194.11601385557,1.0,0.0,1.0,121931.7288838527,0.0,0.0,1
156,606.0,47.0,3.0000000000000004,93578.68,2.0,0.0,1.0,137720.56,0.0,1.0,0
157,813.0,27.0,1.0,137275.36,1.0,0.0,1.0,115733.16,1.0,1.0,0
158,688.0,41.0,7.0,102577.1129069063,1.0,1.0,0.0,171124.72840175216,2.0,0.0,1
159,636.0,44.0,3.0000000000000004,125737.7303129936,1.0,1.0,0.0,56330.743882468,0.0,0.0,1
160,636.0,45.0,7.0,139859.23,1.0,1.0,1.0,108402.54,0.0,0.0,1
161,641.0,42.0,2.0,111736.27920863568,1.0,0.0,0.0,11578.469433036405,1.0,0.0,1
162,603.0,40.0,8.0,148897.02,1.0,0.0,0.0,105052.9,2.0,0.0,1
163,734.0,43.0,7.0,107805.67,1.0,0.0,0.0,182505.68,0.0,1.0,1
164,728.0,34.0,6.000000000000001,90425.15,2.0,1.0,1.0,11597.69,0.0,0.0,0
165,613.0,38.0,9.0,67111.65,1.0,1.0,0.0,78566.64,2.0,1.0,0
166,731.0,34.0,3.0000000000000004,102369.99986542584,1.0,1.0,0.0,64530.90634772081,2.0,1.0,1
167,747.0,34.0,10.0,0.0,2.0,1.0,1.0,50759.8,0.0,0.0,0
168,579.0,49.0,4.0,169377.31,1.0,1.0,1.0,123535.05,2.0,1.0,0
169,659.0,49.0,1.0,0.0,1.0,1.0,0.0,116249.72,0.0,0.0,1
170,773.0,43.0,8.0,81844.91,2.0,1.0,1.0,35908.46,2.0,1.0,0
171,650.0,52.0,4.0,0.0,1.0,1.0,0.0,34270.43888089257,0.0,1.0,1
172,535.0,44.0,2.0,114427.86,1.0,1.0,1.0,136330.26,0.0,0.0,1
173,561.0,65.0,8.0,0.0,1.0,1.0,0.0,110411.89476885069,0.0,1.0,1
174,748.0,44.0,9.0,123703.3174723355,2.0,1.0,0.0,171961.9926112475,0.0,0.0,0
175,668.0,42.0,3.0000000000000004,150461.07,1.0,1.0,0.0,108139.23,0.0,1.0,1
176,580.0,40.0,3.0000000000000004,110633.16600163955,1.0,0.0,0.0,191615.84674113855,1.0,0.0,1
177,725.0,31.0,6.000000000000001,0.0,1.0,0.0,0.0,61326.43,0.0,0.0,1
178,660.0,41.0,6.000000000000001,146480.6692228273,1.0,1.0,0.0,65394.64026790965,2.0,0.0,1
179,656.0,57.0,2.0,91963.16359041253,1.0,1.0,0.0,163842.0147827414,0.0,0.0,1
180,619.0,31.0,2.0,56116.3,2.0,0.0,0.0,2181.94,2.0,0.0,0
181,672.0,23.0,10.0,110741.56000000001,1.0,1.0,0.0,80778.5,2.0,0.0,0
182,804.0,40.0,9.0,74385.77462026832,1.0,0.0,0.0,140613.28913752086,0.0,0.0,1
183,751.0,30.0,6.000000000000001,0.0,2.0,1.0,0.0,15766.1,0.0,0.0,0
184,812.0,49.0,8.0,66079.45,2.0,0.0,0.0,91556.57,1.0,0.0,1
185,766.0,41.0,6.000000000000001,99208.46000000002,2.0,1.0,0.0,62402.38,1.0,1.0,0
186,659.0,32.0,2.0,155584.21,1.0,0.0,1.0,153662.88,0.0,0.0,1
187,607.0,55.0,9.0,129130.53643228757,2.0,1.0,0.0,142246.04682871836,0.0,0.0,1
188,778.0,38.0,3.0000000000000004,145018.49,2.0,1.0,1.0,126702.41,0.0,1.0,0
189,416.0,32.0,0.0,0.0,2.0,0.0,1.0,878.87,0.0,1.0,0
190,715.0,46.0,1.0,106640.21870174978,1.0,1.0,0.0,115136.01723783162,2.0,0.0,1
191,601.0,48.0,9.0,163630.76,1.0,0.0,1.0,41816.49,2.0,1.0,0
192,735.0,42.0,5.0,168949.0000566546,1.0,0.0,0.0,130508.68408988486,0.0,0.0,1
193,538.0,39.0,7.0,108055.09999999999,2.0,1.0,0.0,27231.260000000002,2.0,1.0,0
194,642.0,30.0,8.0,117494.27,1.0,0.0,0.0,61977.82000000001,0.0,1.0,0
195,575.0,46.0,5.0,122265.16828704289,1.0,0.0,1.0,3389.1305956518318,0.0,1.0,1
196,678.0,59.0,8.0,185589.0400093614,1.0,0.0,0.0,192096.4509767121,0.0,0.0,1
197,850.0,31.0,4.0,0.0,2.0,1.0,1.0,33082.81,0.0,0.0,0
198,572.0,30.0,1.0,116025.82280336242,1.0,0.0,0.0,112550.34737359978,2.0,0.0,1
199,582.0,45.0,2.0,0.0,1.0,0.0,0.0,83741.90280260587,1.0,0.0,1
200,744.0,35.0,7.0,0.0,2.0,1.0,1.0,43036.6,1.0,1.0,0
201,602.0,56.0,3.0000000000000004,115895.22,3.0,1.0,0.0,4176.17,0.0,0.0,1
202,749.0,37.0,10.0,185063.7,2.0,1.0,1.0,134526.87,0.0,1.0,0
203,669.0,35.0,6.000000000000001,0.0,1.0,0.0,0.0,2572.3818602797164,0.0,0.0,1
204,610.0,46.0,5.0,91897.8,1.0,1.0,0.0,54394.28,1.0,1.0,0
205,645.0,43.0,5.0,83220.12066886385,1.0,1.0,0.0,181564.27516670956,0.0,1.0,1
206,715.0,52.0,7.0,0.0,1.0,0.0,0.0,119026.35995547277,1.0,0.0,1
207,603.0,59.0,1.0,124707.7767559152,1.0,0.0,0.0,90302.97621540797,1.0,0.0,1
208,610.0,30.0,4.0,0.0,2.0,1.0,0.0,170412.4495803819,0.0,0.0,0
209,450.0,25.0,9.0,74237.2,2.0,0.0,1.0,195463.35,1.0,1.0,0
210,607.0,36.0,6.000000000000001,0.0,2.0,0.0,0.0,19059.342100850452,0.0,0.0,0
211,601.0,20.0,9.0,122446.61,2.0,1.0,0.0,86791.9,1.0,0.0,0
212,642.0,48.0,9.0,118317.27000000002,4.0,0.0,0.0,78702.98,0.0,1.0,1
213,677.0,56.0,0.0,119963.45,1.0,0.0,0.0,158325.87,0.0,0.0,1
214,648.0,45.0,5.0,118886.55,1.0,0.0,0.0,51636.69999999999,2.0,0.0,1
215,694.0,50.0,6.000000000000001,0.0,2.0,0.0,0.0,38130.850516472005,0.0,1.0,0
216,652.0,53.0,7.0,60184.42119679572,1.0,0.0,0.0,171159.48238154894,0.0,0.0,1
217,585.0,28.0,6.000000000000001,105795.89999999998,1.0,1.0,1.0,41219.09,0.0,0.0,0
218,640.0,35.0,2.0,163469.42473682624,3.0,1.0,0.0,30863.943799889235,2.0,0.0,1
219,686.0,47.0,5.0,113328.93,1.0,1.0,0.0,124170.90000000001,0.0,0.0,1
220,502.0,57.0,3.0000000000000004,101465.31,1.0,1.0,0.0,43568.31,2.0,0.0,1
221,753.0,36.0,7.0,128518.98000000001,1.0,1.0,1.0,44567.83,0.0,0.0,0
222,540.0,31.0,7.0,0.0,1.0,0.0,1.0,183051.6,0.0,0.0,0
223,576.0,47.0,1.0,122932.42205475156,1.0,0.0,0.0,180292.64918886535,0.0,0.0,1
224,741.0,35.0,1.0,0.0,2.0,1.0,0.0,36557.55,0.0,0.0,0
225,739.0,46.0,4.0,177408.81005578558,1.0,0.0,0.0,50363.62231027511,0.0,0.0,1
226,589.0,46.0,10.0,107238.85,2.0,1.0,0.0,37024.28,0.0,0.0,0
227,618.0,43.0,5.0,111704.02944229134,1.0,0.0,0.0,49962.20053537219,1.0,0.0,1
228,707.0,48.0,8.0,88441.64,1.0,1.0,1.0,119903.2,1.0,1.0,0
229,643.0,39.0,5.0,167761.20073236327,1.0,0.0,0.0,177019.24902632463,0.0,0.0,1
230,554.0,54.0,2.0,68996.58453364045,1.0,1.0,0.0,8094.437345157924,0.0,0.0,1
231,666.0,33.0,2.0,124125.25999999998,1.0,1.0,0.0,81884.8,2.0,1.0,0
232,523.0,60.0,1.0,163894.35,1.0,0.0,1.0,57061.70999999999,2.0,1.0,0
233,554.0,35.0,8.0,0.0,2.0,1.0,1.0,176779.46,0.0,0.0,0
234,443.0,36.0,6.000000000000001,70438.01,2.0,0.0,1.0,56937.43,1.0,1.0,0
235,574.0,53.0,7.0,106733.24381039431,1.0,1.0,0.0,94055.09839972605,2.0,1.0,1
236,520.0,42.0,6.000000000000001,0.0,2.0,1.0,1.0,34410.55,1.0,0.0,0
237,678.0,54.0,1.0,123699.28,2.0,0.0,1.0,105221.76000000001,2.0,0.0,1
238,655.0,60.0,3.0000000000000004,0.0,2.0,1.0,1.0,86981.45,0.0,0.0,0
239,636.0,24.0,9.0,0.0,2.0,0.0,1.0,38830.72,0.0,0.0,0
240,650.0,23.0,5.0,0.0,1.0,1.0,1.0,180622.43,1.0,0.0,0
241,636.0,50.0,8.0,110575.12080140015,1.0,0.0,0.0,1648.5614362949368,2.0,0.0,1
242,422.0,54.0,4.0,0.0,2.0,1.0,1.0,7166.71,1.0,0.0,0
243,613.0,38.0,8.0,67661.82889420335,1.0,1.0,1.0,67348.1625932468,0.0,1.0,1
244,614.0,41.0,2.0,152804.032016975,1.0,0.0,0.0,2412.203981368531,1.0,0.0,1
245,582.0,35.0,8.0,121309.17,2.0,1.0,1.0,28750.669999999995,2.0,1.0,0
246,681.0,63.0,7.0,0.0,2.0,1.0,1.0,55054.479999999996,0.0,0.0,0
247,549.0,39.0,7.0,0.0,1.0,0.0,0.0,81259.25,1.0,0.0,1
248,571.0,42.0,7.0,107955.0312558316,1.0,1.0,0.0,127856.07925340233,0.0,0.0,1
249,707.0,32.0,9.0,0.0,2.0,1.0,0.0,126475.79,1.0,1.0,0
250,603.0,35.0,1.0,123407.69000000002,1.0,1.0,0.0,152541.89,2.0,1.0,1
251,610.0,45.0,6.000000000000001,106506.0156790939,1.0,0.0,0.0,155724.13770080288,0.0,0.0,1
252,546.0,28.0,8.0,0.0,1.0,1.0,0.0,159254.29,0.0,1.0,0
253,702.0,28.0,1.0,103033.83,1.0,1.0,1.0,40321.87,2.0,1.0,0
254,617.0,37.0,9.0,101707.80000000002,1.0,1.0,0.0,123866.28,1.0,0.0,0
255,754.0,27.0,8.0,0.0,2.0,0.0,0.0,121821.15999999999,1.0,0.0,0
256,706.0,28.0,3.0000000000000004,0.0,2.0,0.0,1.0,181543.67,1.0,1.0,0
257,742.0,49.0,7.0,121264.47880322329,1.0,1.0,0.0,34174.46798199201,0.0,0.0,1
258,675.0,40.0,7.0,113208.86,2.0,1.0,0.0,34577.36,0.0,1.0,0
259,737.0,33.0,4.0,0.0,2.0,1.0,0.0,115115.32,0.0,0.0,0
260,561.0,33.0,6.000000000000001,0.0,2.0,1.0,0.0,45261.47,1.0,0.0,0
261,538.0,49.0,9.0,141434.04,1.0,0.0,0.0,173779.25,1.0,0.0,1
262,727.0,30.0,8.0,119027.28,2.0,1.0,1.0,137903.54,2.0,0.0,0
263,609.0,37.0,2.0,121910.27575061211,1.0,0.0,0.0,64343.86655622972,1.0,0.0,1
264,792.0,58.0,8.0,101573.470764684,1.0,0.0,0.0,161405.0385677125,1.0,0.0,1
265,636.0,52.0,4.0,111284.53,1.0,0.0,1.0,32936.44,1.0,1.0,1
266,569.0,60.0,2.0,124138.03552947291,1.0,1.0,0.0,112209.67546811186,0.0,0.0,1
267,584.0,58.0,8.0,118371.94678462637,1.0,0.0,0.0,59862.77413074186,1.0,1.0,1
268,606.0,39.0,8.0,136000.45,2.0,1.0,0.0,31708.529999999995,2.0,1.0,0
269,650.0,45.0,9.0,152367.21,3.0,1.0,0.0,150835.21,2.0,0.0,1
270,694.0,43.0,2.0,112644.300718575,1.0,1.0,0.0,73538.16799422144,1.0,0.0,1
271,765.0,50.0,9.0,126547.8,1.0,1.0,1.0,79579.94,0.0,0.0,0
272,601.0,35.0,8.0,71553.83,1.0,1.0,0.0,177384.45,2.0,1.0,0
273,541.0,52.0,5.0,127702.79389946738,1.0,1.0,0.0,139627.14487809702,2.0,0.0,1
274,625.0,37.0,3.0000000000000004,95019.05546834483,1.0,0.0,0.0,198289.967837118,0.0,1.0,0
275,748.0,45.0,4.0,73477.29995583286,1.0,1.0,0.0,92900.17650572701,1.0,0.0,1
276,545.0,44.0,2.0,127536.44,1.0,1.0,0.0,108398.62999999999,2.0,0.0,1
277,599.0,25.0,3.0000000000000004,0.0,2.0,1.0,1.0,120790.02,1.0,1.0,0
278,722.0,50.0,8.0,110233.66985904367,1.0,0.0,0.0,97009.74900509435,0.0,0.0,1
279,643.0,36.0,8.0,109944.18515003657,1.0,0.0,0.0,127629.22537791658,2.0,1.0,1
280,546.0,55.0,4.0,106972.51292784102,3.0,0.0,0.0,128398.98815493364,2.0,0.0,1
281,524.0,40.0,1.0,0.0,2.0,0.0,0.0,171128.00266374415,0.0,0.0,1
